explanation,label,input_size,avg_t,min_t,max_t,std_t,size_in_megabytes
random access to position 8557841,rand_acc,8557841,0.023727,0.020000,0.031000,0.004833,0.000000
random access to position 8542996,rand_acc,8542996,0.023570,0.020000,0.031000,0.004805,0.000000
random access to position 681361,rand_acc,681361,0.023617,0.020000,0.031000,0.004816,0.000000
random access to position 1675763,rand_acc,1675763,0.023703,0.020000,0.031000,0.004832,0.000000
random access to position 9045922,rand_acc,9045922,0.023648,0.020000,0.031000,0.004828,0.000000
random access to position 6662487,rand_acc,6662487,0.023805,0.020000,0.031000,0.004869,0.000000
random access to position 5436139,rand_acc,5436139,0.023789,0.020000,0.031000,0.004863,0.000000
random access to position 677869,rand_acc,677869,0.023641,0.020000,0.031000,0.004800,0.000000
random access to position 5044555,rand_acc,5044555,0.023633,0.020000,0.031000,0.004805,0.000000
random access to position 7275026,rand_acc,7275026,0.023781,0.020000,0.031000,0.004868,0.000000
random access to position 3382901,rand_acc,3382901,0.023805,0.020000,0.031000,0.004869,0.000000
random access to position 7223291,rand_acc,7223291,0.023805,0.020000,0.031000,0.004836,0.000000
random access to position 9589731,rand_acc,9589731,0.023641,0.020000,0.031000,0.004817,0.000000
random access to position 5535517,rand_acc,5535517,0.023789,0.020000,0.031000,0.004863,0.000000
random access to position 3517979,rand_acc,3517979,0.023547,0.020000,0.031000,0.004804,0.000000
random access to position 2328828,rand_acc,2328828,0.023633,0.020000,0.031000,0.004789,0.000000
random access to position 2130241,rand_acc,2130241,0.023633,0.020000,0.031000,0.004805,0.000000
random access to position 4063696,rand_acc,4063696,0.023625,0.020000,0.031000,0.004827,0.000000
random access to position 2662834,rand_acc,2662834,0.023570,0.020000,0.031000,0.004789,0.000000
random access to position 7448105,rand_acc,7448105,0.023727,0.020000,0.031000,0.004833,0.000000
random access to position 5984873,rand_acc,5984873,0.023648,0.020000,0.031000,0.004795,0.000000
random access to position 2266976,rand_acc,2266976,0.023648,0.020000,0.031000,0.004811,0.000000
random access to position 7252723,rand_acc,7252723,0.023781,0.020000,0.031000,0.004868,0.000000
random access to position 4778376,rand_acc,4778376,0.023570,0.020000,0.031000,0.004805,0.000000
random access to position 3929447,rand_acc,3929447,0.023703,0.020000,0.031000,0.004832,0.000000
random access to position 397070,rand_acc,397070,0.023797,0.020000,0.031000,0.004842,0.000000
random access to position 2561165,rand_acc,2561165,0.023617,0.020000,0.031000,0.004816,0.000000
random access to position 9202342,rand_acc,9202342,0.023641,0.020000,0.031000,0.004800,0.000000
random access to position 7290882,rand_acc,7290882,0.023648,0.020000,0.031000,0.004811,0.000000
random access to position 8216749,rand_acc,8216749,0.023641,0.020000,0.031000,0.004817,0.000000
random access to position 4240703,rand_acc,4240703,0.023555,0.020000,0.031000,0.004799,0.000000
random access to position 6275886,rand_acc,6275886,0.023641,0.020000,0.031000,0.004800,0.000000
random access to position 5971109,rand_acc,5971109,0.023547,0.020000,0.031000,0.004787,0.000000
random access to position 3007487,rand_acc,3007487,0.023641,0.020000,0.031000,0.004817,0.000000
random access to position 279504,rand_acc,279504,0.023547,0.020000,0.031000,0.004787,0.000000
random access to position 5495509,rand_acc,5495509,0.023570,0.020000,0.031000,0.004789,0.000000
random access to position 9417788,rand_acc,9417788,0.023781,0.020000,0.031000,0.004852,0.000000
random access to position 5345379,rand_acc,5345379,0.023797,0.020000,0.031000,0.004858,0.000000
random access to position 2085862,rand_acc,2085862,0.023570,0.020000,0.031000,0.004805,0.000000
random access to position 5079426,rand_acc,5079426,0.023633,0.020000,0.031000,0.004822,0.000000
random access to position 4655310,rand_acc,4655310,0.023633,0.020000,0.031000,0.004805,0.000000
random access to position 9690630,rand_acc,9690630,0.023711,0.020000,0.031000,0.004827,0.000000
random access to position 1678328,rand_acc,1678328,0.023648,0.020000,0.031000,0.004779,0.000000
random access to position 420768,rand_acc,420768,0.023937,0.020000,0.060000,0.005782,0.000000
random access to position 5263045,rand_acc,5263045,0.023648,0.020000,0.031000,0.004828,0.000000
